numero;notas*avg;primeiroNome*avg;ultimoNome;email;curso
720;(10);Alia;Alcott;Alia.Alcott@yopmail.com;MIEFIS
460;(17,15,10,18,11,18);Sara-Ann;Mott;Sara-Ann.Mott@yopmail.com;MIEI
846;(6,1);Nikki;Nester;Nikki.Nester@yopmail.com;MIEFIS
523;(3);Candy;Aprile;Candy.Aprile@yopmail.com;MIEI
623;(4,17);Minne;Thar;Minne.Thar@yopmail.com;LCC
799;(5,4,14,3,19,3);Judy;Malanie;Judy.Malanie@yopmail.com;MIEI
957;(19,15,11,11);Raf;Brian;Raf.Brian@yopmail.com;MIEFIS
353;(9,16,3);Ottilie;Alejoa;Ottilie.Alejoa@yopmail.com;MIEFIS
256;(0,19,4,9,12);Kellen;Constancy;Kellen.Constancy@yopmail.com;MIEFIS
772;(6,5,12,6);Corene;Fairweather;Corene.Fairweather@yopmail.com;MIEI
