numero;PrimeiroNome;UltimoNome;Curso;notas*avg
249;Corly;Loeb;LCC;(9)
435;Cindelyn;Ortrude;MIEI;(0)
535;Jean;Tannie;MIEI;(16,8)
208;Corly;Kiersten;MIEI;(3,14,18)
371;Nananne;Alice;MIEI;(6,2)
418;Tabbatha;Bearnard;MIEFIS;(8,9,4,2)
755;Corene;Edvard;LCC;(18,19,8,18,17,15)
755;Elka;Raseda;LCC;(6)
548;Kamilah;Bergman;MIEFIS;(17,2,13,14,13)
893;Mignon;Irmine;MIEFIS;(7,3,0)
881;Shaylyn;Chobot;LCC;(13,19,19,16,12)
319;Aili;Marijo;MIEFIS;(19,17)
657;Beth;Scammon;MIEFIS;(11,4,6,14)
999;Mellicent;Saunderson;LCC;(9,16,16,17,3)
113;Jillayne;Tyson;MIEI;(9)
546;Tani;Erlandson;MIEI;(4,9,3)
786;Courtnay;Camden;MIEI;(9)
783;Kimberley;Phaidra;LCC;(15)
163;Aili;Rocray;MIEFIS;(19,15)
295;Jolyn;Lamoree;MIEI;(7)
674;Tiffie;Ovid;MIEFIS;(11,11,8,3,10)
796;Ashlee;Maples;MIEI;(19,9)
487;Georgetta;Johanna;MIEFIS;(1,17,9)
110;Inga;Barbey;LCC;(1,3,16,13,0)
797;Harmonia;Longfellow;LCC;(14,17,16,15,16)
279;Janeczka;Hessler;LCC;(10,14,15,15,0,11)
391;Karena;Faro;MIEI;(14,4,3,1,8)
395;Sophia;Tomasina;MIEFIS;(13,18,15,19,1)
359;Hyacinthe;Naashom;MIEFIS;(17,10,19,13,5)
388;Mallory;Jerold;LCC;(13,15,10,12,17,2)
172;Renie;Esmaria;MIEFIS;(8,15,8)
258;Regina;Viddah;LCC;(12,0)
954;Fayre;Odysseus;MIEI;(8,7,14,7,15)
757;Nyssa;Peg;MIEI;(1,8)
786;Merci;Publia;MIEI;(8,15,14,11,8)
274;Sue;Franza;MIEI;(13)
283;Lexine;Brotherson;MIEFIS;(3,2,0,9)
448;Rozele;Horan;MIEFIS;(8,0,8,18)
740;Dorice;Kussell;LCC;(15,7,0,5)
236;Adriana;Peg;LCC;(9,0)
692;Cathie;Dorcy;MIEFIS;(3,12,10)
399;Lyssa;Noman;LCC;(3,13,0,8)
293;Libbie;Remmer;LCC;(2,11,13)
925;Patricia;Kylander;LCC;(9,4,9,18,7,18)
352;Donnie;Yoko;LCC;(11,10,19,6,4)
594;Deirdre;Ummersen;MIEFIS;(19)
254;Priscilla;Bronk;MIEFIS;(8,3)
381;Melisent;Sherfield;MIEI;(16)
141;Liana;Duwalt;MIEFIS;(4,14,15,17,9)
604;Sarette;Georgy;MIEI;(16)
838;Felice;Carlson;LCC;(4)
112;Josephine;Harl;MIEFIS;(12,11)
579;Marsiella;Pozzy;MIEI;(5)
958;Petronia;Haymes;MIEFIS;(13,17,9,4,16,15)
494;Nananne;Maisey;MIEFIS;(18,6)
744;Feliza;Fabiola;MIEI;(13)
375;Donnie;Dielu;MIEFIS;(2,17,19,19,12)
261;Alyssa;Bakerman;LCC;(2,8,18)
378;Lelah;Sothena;MIEI;(2)
965;Tiffie;Kenwood;LCC;(6,9,8)
328;Evaleen;Klemperer;MIEFIS;(4)
791;Darci;Freddi;MIEFIS;(18,7,0,8)
741;Jemie;Llovera;MIEFIS;(7,13,16,13)
487;Winny;Palocz;LCC;(19,9,13,6,5,12)
564;Lonnie;Sacken;MIEI;(14,8,17,13,0)
111;Carmencita;Ellerey;MIEFIS;(14,6)
781;Mireielle;Jefferey;MIEFIS;(4,10,1,17,18,2)
325;Valeda;Freddi;MIEFIS;(9,8,9)
814;Natka;Devlen;MIEI;(10,1,14,14,1,14)
840;Karina;McCutcheon;LCC;(8,17,15)
933;Fayre;Hieronymus;MIEI;(12,1,15,15,18)
635;Deloria;Wildermuth;MIEFIS;(0)
717;Jenda;Payson;LCC;(8)
989;Ardenia;Jagir;LCC;(4,13,0,5,19)
610;Cyb;Milde;LCC;(5,0,18,3)
609;Britni;Mandler;LCC;(4,14,4,5,5)
818;Madeleine;Milson;LCC;(11,16,3,8)
726;Ardenia;Ehrman;MIEFIS;(1,0)
376;Tiffie;Miru;MIEFIS;(12,11,9,10,17,5)
321;Jacenta;Kendrick;MIEI;(14,15,18,10)
931;Vevay;Callista;MIEFIS;(3,16,1,16,9,8)
201;Lorne;Darbie;MIEFIS;(14,5)
441;Bibby;Rosemary;MIEFIS;(2,0,6,15,18)
128;Feliza;Obed;MIEFIS;(6,16,8,11,7)
219;Cathie;Erich;MIEI;(18,12)
825;Maurene;Roarke;MIEI;(19,7,8,8)
609;Abbie;Barney;MIEFIS;(15,4,13,6,19)
275;Consuela;Boehike;MIEI;(19,15,1,10,1,8)
444;Yetty;Sikorski;MIEI;(2,10)
548;Bettine;Palocz;LCC;(2,8,1)
615;Angelique;Ingra;LCC;(11,3)
730;Delilah;Salchunas;MIEFIS;(14,0,18)
913;Albertina;Wittie;LCC;(11,11,13,13,0,7)
962;Cyndie;Kesley;LCC;(10,1,17,3)
125;Max;Libna;MIEI;(19,14,4,13)
917;Hannis;Hailee;MIEI;(2,1,6,7)
184;Rubie;Stover;MIEI;(16,18,17,1,9)
861;Meghann;Arley;MIEI;(12,19,8,17)
451;Darci;Huggins;MIEI;(10,19,7,17,15,13)
697;Lolita;Love;MIEFIS;(19,2,0,6,12)
273;Andree;Wooster;MIEFIS;(2,10,15,3,1)
497;Kittie;Kiersten;MIEI;(13)
226;Jaime;Geffner;LCC;(4,14,9)
458;Karlee;Jorgan;LCC;(18)
345;Bettine;Kirbee;MIEI;(10,13,10,19,19)
157;Hollie;Flita;MIEFIS;(19)
145;Deirdre;Khorma;MIEI;(1,18,6,2,1,1)
708;Abbie;Isacco;LCC;(14,3,9,10)
623;Betta;Roxanna;LCC;(18,10,16,18,8,14)
422;Konstance;Howlyn;LCC;(7,1)
376;Valli;Elephus;MIEI;(19,18,1)
351;Rosene;Vins;LCC;(10,15,19,7)
618;Kenna;Devlen;MIEFIS;(14,7,16,17,8)
971;Riannon;Riva;MIEI;(16,10,8)
222;Hallie;Salvidor;MIEI;(4,13,10,18,6)
679;Stephanie;Thomasina;LCC;(4)
702;Audrie;Shaddock;MIEFIS;(6)
966;Cristine;Lail;MIEI;(15,9)
255;Chandra;Whittaker;MIEFIS;(7,2,4,5,13)
572;Cecile;Dunkin;LCC;(8,4,0,1,16,9)
980;Oona;Lutero;LCC;(19,14,13,16)
296;Marnia;Raffo;MIEI;(0,14,18,9,7,6)
928;Marylou;Larochelle;MIEI;(10,0,0,14,5)
487;Demetris;Narton;MIEFIS;(17)
115;Letizia;Dorothy;MIEI;(4,13,16)
929;Jacenta;Hashim;LCC;(4,16,18,1,2)
710;Farrah;Arne;MIEI;(9,10,11,10)
584;Raquela;Dielu;MIEI;(14,2,9,6)
372;Britte;Jacinda;LCC;(11,11,10)
716;Mureil;Lacombe;MIEFIS;(0,5,3)
666;Georgetta;Cohdwell;MIEI;(15,3,4,10,9)
584;Lynea;Raychel;LCC;(5,14)
916;Heddie;Cleavland;MIEFIS;(0,8)
969;Ardeen;Nance;MIEI;(4)
452;Kayla;Jagir;MIEFIS;(2,1,16)
283;Penelopa;Jary;MIEI;(0,15,18,9,15,14)
648;Jeanna;Virgin;LCC;(14,6,16,7,19,13)
397;Anallese;Marden;MIEFIS;(18,17,2,2,10,7)
229;Glenda;Jefferey;MIEI;(7,19,16)
422;Gwyneth;Lasley;LCC;(16,5)
591;Dede;Lamoree;MIEFIS;(4,3)
901;Ernesta;Bryna;MIEFIS;(13)
152;Rosene;Monaco;MIEFIS;(5)
794;Calla;Blase;MIEFIS;(15,7)
347;Beverley;Minetta;MIEI;(6)
948;Ashlee;Shuler;LCC;(2,4,11)
441;Lusa;Bow;MIEI;(6,17,2,2,11)
854;Kayla;Rhu;MIEFIS;(5,3,9,15,2,1)
422;Elvira;Jerald;LCC;(19,7,18,19)
519;Paule;Buttaro;MIEI;(7,18,10)
983;Gaylene;Marden;MIEI;(10,8)
123;Ernesta;Agle;MIEFIS;(13,11,7,5,6,9)
779;Ricky;Letsou;MIEI;(10,9,13)
187;Kore;Madelene;MIEFIS;(8,0,13)
389;Rosabelle;Land;MIEI;(14,9,7,8,2,11)
318;Jinny;Taam;LCC;(11)
867;Deirdre;Randene;LCC;(5,19)
122;Lusa;Alfons;MIEI;(17,11,13)
545;Clarice;Mayeda;MIEI;(3,9,8,17)
505;Kamilah;Wandie;MIEI;(6,17,12,16,0)
238;Blondelle;Mintz;MIEFIS;(1,19,8)
647;Madeleine;Nickola;MIEI;(3,11,5,17,15)
979;Donnie;Hessler;MIEFIS;(4,1)
525;Darlleen;Brenn;LCC;(13,16,11)
548;Hannis;Ogren;LCC;(7,16)
559;Brynna;Margarete;MIEFIS;(5,8,17)
725;Asia;Fitzsimmons;MIEI;(18,8,8,1)
258;Malina;Buffum;LCC;(4,12)
478;Antonietta;Nester;MIEFIS;(2,3)
110;Maurene;Alarise;LCC;(7,1,12,11)
833;Sandie;Duwalt;MIEI;(9,14,10,12)
603;Gwyneth;Persse;MIEI;(8)
589;Darlleen;Israeli;MIEFIS;(9)
716;Sheelagh;Frodi;MIEFIS;(0,11,19,8,19)
510;Mariann;Sothena;MIEI;(19,15,7)
732;Nollie;Matthew;MIEFIS;(12,1,2)
473;Anica;Philipp;LCC;(13)
737;Nerta;Wu;MIEFIS;(5,5)
936;Almeta;Lacombe;MIEFIS;(17)
931;Grier;Abernon;MIEFIS;(4,19,18)
492;Mireielle;Rhu;LCC;(14)
157;Daphne;Viddah;MIEI;(13,7,2,9)
210;Yolane;Colbert;MIEI;(8,2,13,13)
829;Dianemarie;Morgun;MIEI;(10,0,16,12,7,7)
151;Betta;Haldas;MIEFIS;(12,1,15,9,2,16)
478;Isa;Gilmour;MIEFIS;(4,14,3,16)
671;Celestyna;Pulsifer;MIEI;(3,3,8)
790;Brianna;Dichy;LCC;(1,6,0,8,16,5)
167;Sabina;Lia;MIEI;(11,13)
279;Glynnis;Goth;MIEFIS;(7,10,12,11,17,7)
813;Antonietta;Diann;MIEFIS;(7,12,4,3,17,4)
591;Ursulina;Berl;MIEI;(5,18,1)
532;Zia;Gordon;MIEFIS;(3,5,11,17,18)
229;Edee;Cressida;LCC;(6,17,3,0,15,14)
388;Celestyna;Riva;MIEFIS;(19,7,17,8,17)
347;Arlina;Tiffa;LCC;(18,3)
426;Dennie;Diann;LCC;(7,10,7,6,12,2)
381;Addia;Erminia;MIEFIS;(6,11,2,7)
680;Hallie;Azeria;MIEI;(15,18,7,4)
716;Selma;Philipp;LCC;(7,19,4,18,11)
977;Corly;Saint;MIEFIS;(5,19,15,11)
988;Jasmina;Suk;MIEI;(12)
704;Winny;Greyson;LCC;(17,16,5,14)
546;Liana;Nore;LCC;(15,14,3)
474;Vevay;Eno;MIEFIS;(12,1)
783;Selma;Bord;LCC;(3,12,3,8,0)
202;Nelle;Parsaye;MIEFIS;(14)
408;Delilah;Shaddock;LCC;(5,5,2,2,5,8)
256;Ninnetta;Carbo;MIEI;(5,11)
435;Pierette;Warthman;MIEI;(13,11,3,9)
647;Rosene;Montgomery;MIEI;(12,0,2,18)
566;Donnie;Lesley;LCC;(7,8,16,18,3)
566;Aryn;Liva;LCC;(3)
177;Hallie;Hanleigh;MIEFIS;(19,5,8,10,12)
144;Regina;Bonilla;MIEFIS;(2,4,8,8)
815;Xylina;Zeeba;LCC;(1,5,14)
916;Shell;Sadowski;LCC;(13,5)
738;Hannis;Rooney;LCC;(14,13,1,16)
177;Theodora;Dominy;MIEI;(14)
788;Monika;Gherardo;LCC;(7,1)
804;Olivette;Adamsen;LCC;(8,10,16)
283;Merry;Dosia;LCC;(9,4,15,19,6,5)
277;Fidelia;McGrody;MIEFIS;(4,0)
261;Fred;Virgin;MIEI;(2,19,9,2)
742;Merrie;Lane;MIEFIS;(3,10,1)
488;Elise;Jotham;MIEI;(9,4,13,8,11,13)
866;Gavrielle;Payson;MIEI;(7,10,19,8)
702;Noelle;Truc;LCC;(7,16,5,2)
226;Elvira;Gavrila;MIEFIS;(12,17,8)
840;Ayn;Grayce;MIEI;(19)
332;Cristine;Abernon;MIEI;(11,16,10,11,7,10)
604;Winny;Bow;MIEFIS;(16,1)
972;Edith;Phaidra;MIEI;(9,10,1,6)
429;Veda;Dituri;LCC;(9,13,16,13)
764;Jessy;Nicoline;LCC;(4,7,5,1,11)
765;Chandra;Maurine;MIEFIS;(6)
162;Tressa;Vanni;LCC;(19,10,2,4,18,0)
826;Ardys;Linskey;MIEI;(8,16)
846;Britte;Ferino;LCC;(9,13,17,19)
714;Raf;Yerkovich;MIEI;(17,7)
423;Mara;Liva;LCC;(14,2,14,13,13)
646;Grier;Francene;LCC;(12,13,14)
984;Katleen;Cressida;LCC;(8)
995;Ruthe;Maurine;MIEFIS;(0,16,10)
777;Raf;Sparhawk;MIEI;(3,16,1)
628;Natka;Narton;MIEI;(2,5,19,8,0,15)
123;Christian;Lattie;MIEFIS;(3)
263;Goldie;Japeth;MIEFIS;(3,0)
667;Maurene;Syd;MIEFIS;(10,1,1,7)
970;Emma;Sisile;MIEFIS;(0,18)
278;Katleen;Lytton;MIEFIS;(14)
480;Hayley;Arvo;MIEI;(7,1)
403;Darlleen;Colbert;MIEI;(16)
384;Gianina;Bultman;MIEFIS;(17,2,8)
818;Jessamyn;Urania;LCC;(10,7,3,11)
656;Xylina;Vins;MIEFIS;(15,16,17,2,14,2)
347;Regina;Vorster;MIEI;(19,0)
802;Roslyn;Lutero;MIEFIS;(19,4)
158;Aigneis;Darian;MIEFIS;(13,6,11,4,15)
511;Frieda;Chapland;LCC;(12)
620;Katharina;Durante;LCC;(10,9,0,16,10)
812;Quintina;Rocray;MIEI;(18,18,14,2,9)
436;Darlleen;Brandice;MIEFIS;(11)
214;Patricia;Solitta;MIEFIS;(12,18,14,10,12)
421;Kimberley;Travax;MIEI;(9,13,18)
121;Nanete;Ashely;MIEI;(14,9,12,17,5,12)
560;Evita;Gregrory;MIEI;(8,3,7,9,10,18)
870;Elfreda;Liva;LCC;(4,18,14,9)
731;Damaris;Zamora;LCC;(10)
650;Norine;Germann;LCC;(7,5,18,4,1,2)
516;Sybille;Sadowski;MIEFIS;(19)
842;Elmira;Lucienne;MIEFIS;(13)
430;Marylou;Sperling;MIEI;(13,11,14,9)
686;Gabriellia;Sadowski;MIEFIS;(13,3,2,15)
648;Max;Eugenia;MIEFIS;(18,8,1)
753;Kristina;Johnsson;LCC;(8,15,0,16)
104;Fernande;Lauraine;LCC;(5,14,0,17)
707;Jeanna;Konyn;LCC;(5,1,7)
178;Ardeen;Carolin;LCC;(14,3)
734;Sidoney;Gabrielli;MIEI;(11,10,14,4,15)
570;Chandra;Lemuela;MIEFIS;(8,7,8,12)
480;Beverley;Noelyn;MIEI;(13,6)
786;Elyssa;Posner;MIEI;(14,7)
409;Karena;Nahum;MIEFIS;(4,0,13,19,10,6)
610;Tilly;Masao;MIEI;(11,5,17)
410;Dyann;Colleen;MIEI;(1,10,5,18)
956;Marika;Sheedy;LCC;(1,4,13)
718;Dacia;Seagraves;MIEFIS;(18,12,12,11,18)
468;Raquela;Seessel;MIEI;(12,11,12,13,19)
126;Marylou;Reidar;MIEI;(5,15)
121;Marjie;Waite;LCC;(16,8)
109;Taffy;Lauraine;MIEI;(13,14,4,9,11)
460;Kirbee;Ashely;MIEI;(9,13,1,11)
909;Sabina;Oster;LCC;(11)
848;Nerta;Allina;MIEFIS;(4,18,8,3)
239;Adriana;Lesley;MIEI;(16,18,5,10)
328;Suzette;Karylin;MIEFIS;(12,12)
981;Vanessa;Wu;MIEFIS;(8,19,19,1,8,14)
913;Selma;Redmond;MIEFIS;(18,6,0,8)
894;Vevay;Levey;MIEI;(9)
908;Lacie;Kermit;MIEI;(6,6)
572;Deane;Gaulin;MIEFIS;(15)
680;Helsa;Himelman;LCC;(18,10,15,9,9)
766;Marguerite;Travax;LCC;(4,14,10,13,12)
879;Anestassia;Redmond;LCC;(17,3)
726;Regina;Evangelia;LCC;(16,18,1,0)
570;Netty;Elo;MIEFIS;(15,14,7,12,4)
146;Malina;Carolin;LCC;(1,18)
165;Tabbatha;Connelly;MIEFIS;(0,2,1,1,13,18)
288;Kristan;Helfand;LCC;(17)
172;Deirdre;Ventre;LCC;(17,16,5,6,14)
467;Libbie;Lauraine;MIEI;(2)
616;Karolina;Weide;MIEFIS;(5,1,11,5,19)
839;Cordi;Atcliffe;MIEI;(13,15,1,12)
784;Mamie;Bultman;LCC;(0)
675;Joelly;Felizio;MIEFIS;(1,2,17)
465;Elvira;Maples;MIEFIS;(14,1,17)
493;Lyssa;Lesley;MIEFIS;(18,7,1,0)
798;Vere;Nickola;LCC;(18,8,10,18,15)
807;Lucille;Socha;MIEI;(2)
158;Merci;Phaidra;MIEFIS;(18,10)
958;Emmey;Carlson;LCC;(9,4,9,18)
887;Clary;Ingra;MIEFIS;(18,11,7,0,17)
702;Adriana;Rad;MIEFIS;(6,11,19,7,13,6)
250;Marleah;Dash;MIEI;(13)
951;Peri;Kress;MIEFIS;(7,10,7,4,12,5)
192;Feliza;Marijo;LCC;(3,18,7,18,11,13)
957;Sharai;Gerge;MIEFIS;(11)
859;Hyacinthe;Hylan;LCC;(12,14,9,8,18,5)
459;Britni;Cavan;MIEFIS;(5,8,6,18)
162;Sara-Ann;Anestassia;LCC;(16,19,9,9)
954;Margarette;Yam;LCC;(6,2,5)
643;Evita;Anderea;MIEFIS;(6,8,7)
613;Robbi;Milde;MIEI;(2,8,13)
955;Desirae;Dielu;MIEFIS;(5,19,0,12)
681;Tressa;Lory;MIEI;(17,19,7,13,15,9)
273;Christian;Etom;MIEI;(11,19,3,1,12)
275;Sheelagh;Ilka;LCC;(18,17,4)
379;Gwyneth;Chick;LCC;(1,5,0,11)
792;Jean;Auberbach;MIEI;(12,0,13)
334;Cathie;Alisia;MIEI;(7,12,7,14,16,9)
610;Vere;Vanni;MIEI;(2,5,7,12)
779;Quintina;Nea;MIEI;(5,18)
530;Jerry;Karna;LCC;(2,10,14,17)
322;Tybie;Simmonds;LCC;(6,3,6)
247;Leia;Melleta;LCC;(16,19,18)
299;Kore;Seagraves;MIEI;(8,14,13,19,15,9)
500;Korrie;Gillan;LCC;(8,15,14,2,9,3)
643;Georgina;Peonir;MIEFIS;(12,16,12,13,18)
981;Anestassia;Pauly;LCC;(8)
589;Kristan;Burch;LCC;(3,0)
139;Emma;Ciro;LCC;(11,19,13)
610;Ivett;Kimmie;MIEFIS;(6)
538;Vevay;Skell;MIEI;(6)
233;Ida;Capello;LCC;(10,13,7,5)
231;Ezmeralda;Bartlett;MIEI;(19,13,11,11,18,7)
316;Luci;Valoniah;LCC;(4,12,8)
408;Ursulina;Lory;LCC;(8,4,1,12)
905;Mureil;Destinee;MIEI;(11,19,8,6,19)
554;Petronia;Amand;MIEFIS;(11,1)
314;Christal;Elvyn;LCC;(16,16,9,18)
892;Morganica;Eliathas;MIEFIS;(11,14,9,3,1)
823;Sam;Federica;MIEI;(18)
666;Cyb;Flita;MIEFIS;(17,4,5)
778;Daune;Terrence;MIEFIS;(14,19,19,6,6)
458;Anestassia;Ambrosia;LCC;(13,9,5)
727;Libbie;Haldas;MIEFIS;(2,13,14,9,0,2)
208;Joelly;Keelia;MIEI;(16,12,1)
586;Madalyn;Levey;MIEI;(12,19)
961;Catrina;Linskey;LCC;(19,19,0,13,3,0)
137;Tabbatha;Henebry;MIEFIS;(5,7,2,9,17,9)
389;Stevana;Stacy;LCC;(15,16,17,2)
137;Gwyneth;Joachim;LCC;(1,9,19,19)
525;Lynnea;Hazlett;LCC;(6,15)
831;Drucie;Durante;LCC;(10)
783;Candi;Neva;MIEI;(6)
862;Kaia;Colyer;LCC;(1,2,12)
428;Donnie;Philoo;MIEFIS;(10)
423;Gaylene;Bethany;MIEFIS;(14,13,15,8)
593;Melisent;Abram;LCC;(19,16,6,15)
867;Raquela;Birdella;MIEFIS;(15,8,7,8,1)
483;Celisse;Thar;MIEFIS;(0,19,17)
174;Brianna;Gherardo;MIEI;(4)
329;Dawn;Nester;MIEI;(12,14,10,11,12)
228;Kamilah;Parsaye;MIEFIS;(14,13,10)
262;Talya;Septima;MIEI;(13,14)
298;Dolli;Fredi;LCC;(9,6,19,3,0)
939;Wendi;Jena;MIEFIS;(1,15)
482;Leanna;Buffum;LCC;(12)
773;Debee;Niles;MIEFIS;(10,13,10)
518;Phylis;Shaddock;MIEI;(7,9,8)
985;Roz;Kesley;MIEI;(10,2,19,0)
713;Audrie;Jalbert;MIEI;(2,14,16,13,11,13)
856;Trudie;Sinegold;MIEI;(3)
173;Andree;Lenny;LCC;(4,12,8,16,5)
788;Carlie;Roumell;MIEFIS;(7)
706;Lucy;Toni;MIEFIS;(10,16)
540;Kamilah;Junie;MIEI;(19,9,0,12)
171;Kore;Lowry;LCC;(1)
319;Viviene;Allina;LCC;(11,13)
487;Cam;McAdams;MIEFIS;(12,14,11,16,19)
229;Ottilie;Mozelle;MIEI;(16,5,9)
450;Dorice;Mich;LCC;(1)
169;Lilith;Sharl;MIEFIS;(8)
948;Marsiella;Gamaliel;MIEFIS;(16,17,16,2)
919;Joceline;Himelman;MIEFIS;(18)
915;Delilah;Kristi;MIEI;(1,11,0)
174;Dorothy;Chick;MIEFIS;(18)
586;Chickie;Whiffen;MIEI;(18,2,3)
382;Jinny;Orlene;LCC;(4,4)
457;Elka;Weide;MIEI;(8,12)
316;Ekaterina;Emmy;LCC;(13,18,13,7,13,12)
341;Gianina;Croix;LCC;(19,5,16,1)
572;Marline;Hirsch;LCC;(14,3)
229;Nataline;Evangelia;MIEI;(3,18,3,10,2,6)
449;Augustine;Daniele;MIEFIS;(19,8,15,7,13,19)
124;Meghann;Plato;MIEI;(2)
997;Mignon;Gale;LCC;(18)
856;Regina;Regan;LCC;(14,16)
116;Mildrid;Durware;MIEFIS;(7,4)
525;Joelly;Stefa;LCC;(8,4,19,3,19,3)
412;Bobinette;Bahr;MIEFIS;(0,18,13,12)
567;Ursulina;Christal;LCC;(16,6,1)
194;Tami;Lunsford;MIEFIS;(18,18,10)
656;Liana;Sinegold;MIEFIS;(14,17,0)
735;Olwen;Sherfield;LCC;(13,2,12,11)
156;Wilma;Carbo;MIEFIS;(8,1,5,3)
464;Sybille;Georgy;MIEFIS;(9,4,12,7,3,9)
282;Florie;Buffum;MIEI;(15,18,3,8,1,0)
114;Meriel;Laverne;LCC;(7,4,1,12)
721;Aeriela;Aloise;LCC;(5,17,0,17,7,9)
435;Carmela;Cecile;MIEFIS;(19,7)
816;Jany;Lorain;LCC;(13,3)
340;Eolanda;Norvol;MIEI;(12,14)
872;Cherrita;Byrne;MIEI;(7,13,18,3)
506;Celisse;Ovid;LCC;(11)
176;Latisha;Hashim;LCC;(18,2)
600;Elie;Euridice;MIEI;(2,8,10,9,2)
872;Candi;Carlson;MIEI;(2,5,7,17)
798;Glenda;Sharl;MIEFIS;(8,11,19,5,17)
559;Viviene;Gwenore;LCC;(18,7,12,15,10)
910;Karly;Baptlsta;MIEI;(0,0)
844;Roberta;Reneta;LCC;(1,19)
168;Sheelagh;Masao;LCC;(9)
496;Bernie;Thornburg;LCC;(5,7,6)
594;Myrtice;Fairweather;LCC;(14,18,17,16,19,3)
780;Norine;Rooney;LCC;(16,5,10)
715;Gertrud;McGrody;LCC;(11,18,18,0,9)
135;Kassey;Oscar;MIEFIS;(10)
548;Marnia;Zeeba;LCC;(14)
533;Etta;Mitzi;MIEI;(6,8)
524;Kalina;Maribeth;MIEFIS;(2,6,14)
620;Joeann;Swanhildas;LCC;(8,0,14,11,13)
875;Phedra;Beniamino;MIEI;(14,11,6,16,11)
133;Kylynn;Turne;LCC;(13,18,6,8)
824;Ana;Ader;MIEI;(5)
707;Lilith;Kimmie;LCC;(10,15,9,17,19,14)
181;Dianemarie;Annice;LCC;(14)
590;Cherrita;Chrystel;LCC;(17,11,14,2,0,9)
655;Perry;Doig;LCC;(6)
896;June;Dowski;LCC;(18,11,13,15)
414;Brana;Olnee;MIEFIS;(16,17)
615;Wileen;Chem;MIEFIS;(17,17)
458;Berta;Wallis;MIEFIS;(8,13,19,7,7)
189;Aeriela;Khorma;MIEI;(8)
188;Sandie;Vale;LCC;(8,4,16,12,15,10)
501;Demetris;Tice;MIEI;(5)
402;Celestyna;Lareena;LCC;(11)
700;Susette;Cherianne;MIEI;(11,16,19,15,12)
109;Ayn;Fink;LCC;(4,18,3)
901;Gwenneth;Wind;MIEFIS;(1,13)
732;Brana;Sothena;LCC;(6,3,0)
813;Jobi;Papageno;MIEI;(7,7,8,18,6,3)
522;Clary;Milson;MIEFIS;(12,12,15,11,3,0)
398;Melina;Kat;MIEFIS;(13,14,16,2,15,9)
182;Meghann;Emmy;MIEFIS;(1,1,5,16,2)
159;Rani;Ellerey;MIEI;(11,1)
977;Sonni;Tarrant;MIEI;(14,4,7)
434;Jany;Ramona;LCC;(6,0)
358;Rori;Smitt;LCC;(5)
932;Kimmy;Klotz;LCC;(17,7,3)
692;Almeta;Devlen;MIEFIS;(12,19,1,19,19)
584;Maryellen;Etom;LCC;(16,14)
530;Debee;Kronfeld;LCC;(1,13,1,3,13,3)
831;Merci;Margarete;MIEFIS;(12,5,7,0,19,10)
827;Sandie;Gower;LCC;(6,3)
524;Odessa;Margarete;MIEFIS;(12,12,12,11,18,5)
231;Sidoney;Konyn;LCC;(17,17,11)
755;Chastity;Chobot;MIEI;(14,1,1)
752;Carilyn;Olin;MIEI;(15,9)
490;Sadie;Karna;MIEFIS;(14,1,12,1,13)
488;Lilith;Zeeba;MIEFIS;(18,15,5,10)
747;Iseabal;Emanuel;MIEFIS;(19,1)
359;Atlanta;Rebecka;MIEI;(19)
103;Kaia;Rocray;LCC;(5,12,3)
797;Kimberley;Monk;MIEFIS;(3,19)
610;Abbie;Mallon;MIEFIS;(6,13,12,1)
332;Corry;Nunci;MIEI;(1)
550;Gabriellia;Bates;LCC;(18)
624;Deedee;Odysseus;MIEI;(5,5,0,9,18)
806;Verla;Dulciana;MIEI;(4,14)
137;Darci;Tengdin;MIEFIS;(15,12,1,0,17)
989;Kimberley;Zetta;LCC;(0,4)
532;Zondra;Jess;MIEFIS;(9,0,6,1)
436;Iseabal;Colbert;MIEFIS;(0,19,16)
761;Maye;Holbrook;MIEFIS;(9,13,2,4,12)
623;Maryellen;Carleen;LCC;(6,14,1)
139;Courtnay;Tengdin;LCC;(8)
704;Sue;Orpah;MIEFIS;(1,0,5,14)
773;Agathe;Rosalba;LCC;(7)
713;Nessie;Abbot;MIEFIS;(1,8,11,10,5)
791;Anica;Rudolph;LCC;(6,12,16,17,2)
411;Kayla;Lamoree;MIEFIS;(2)
895;Nariko;Burkle;LCC;(15,4)
353;Donnie;Trey;MIEI;(18,13,17,15,17)
484;Rivalee;Mehalek;LCC;(14,7,14)
351;Merci;Janith;MIEI;(1,4,13,15,10)
357;Sean;Celestine;MIEI;(5)
655;Teriann;Revkah;MIEI;(11,6,2,2,7)
275;Esmeralda;Stoller;LCC;(3,1,13)
516;Lorne;Kolnick;LCC;(16,4,10,17)
549;Adriana;Brittani;LCC;(5,9)
460;Talya;Carri;MIEI;(12,5,18,12,0,1)
531;Alisha;Tatianas;MIEI;(14,0,3,18)
219;Dagmar;Louanna;MIEI;(2)
554;Teriann;Fillbert;MIEFIS;(9,15,9,0,0,1)
215;Lenna;Norvol;MIEFIS;(1,16,10,11,6)
159;Trudie;Bethany;MIEFIS;(4)
895;Amara;Bakerman;MIEFIS;(12)
991;Dorice;Sabella;LCC;(12,14,13)
592;Georgina;Zenas;LCC;(11)
806;Leona;Goldina;LCC;(2)
823;Berget;Aida;LCC;(11,12)
388;Ninnetta;Zola;MIEFIS;(3,7,11)
